County,State,Rank,Population,latitude,longitude,distance_100000,distance_300000,distance_500000,distance_1000000
Pecos County,TX,2072,15619.0,30.83778133,-102.4889477,115.050785018,421.124530025,421.124530025,421.124530025
Polk County,TX,1055,45656.0,30.76230686,-94.89536357,82.0804168989,82.0804168989,123.909202482,123.909202482
Potter County,TX,500,122335.0,35.2155385,-101.9127155,0.0,315.380244955,368.614168541,503.84178439
Presidio County,TX,2639,7525.0,29.95591633,-104.2592613,269.67458329,563.915758879,563.915758879,563.915758879
Rains County,TX,2363,10943.0,32.8759335,-95.81112,56.6005606675,56.6005606675,56.6005606675,82.2048436789
Randall County,TX,491,125082.0,35.059444,-101.878702,0.0,330.289591288,386.174408576,492.721455176
Reagan County,TX,2943,3475.0,31.417011,-101.5423,71.7290726001,374.444357487,374.444357487,374.444357487
Real County,TX,2950,3369.0,29.79486733,-99.82242867,140.009750216,140.009750216,140.009750216,140.009750216
Red River County,TX,2262,12694.0,33.58704467,-95.04685067,67.1459862393,67.1459862393,67.1459862393,176.851015719
Reeves County,TX,2188,13798.0,31.4149875,-103.567829,114.420457336,490.483023059,490.483023059,540.930192823
Refugio County,TX,2656,7259.0,28.2706528,-97.1766862,71.304614478,71.304614478,173.053286228,173.053286228
Roberts County,TX,3115,854.0,35.71814,-100.676817,125.272334112,298.494377812,298.494377812,447.283283462
Robertson County,TX,2009,16545.0,31.0197326,-96.5964508,56.8635188237,78.8131185645,133.538155588,133.538155588
Rockwall County,TX,670,83021.0,32.92041,-96.37787767,32.477944539,32.477944539,32.477944539,32.477944539
Runnels County,TX,2399,10449.0,31.82858517,-100.0595887,57.148181776,266.929765201,278.255558236,278.255558236
Rusk County,TX,923,54026.0,32.164833,-94.84380564,35.6299802138,158.223116062,158.223116062,185.673341623
Sabine County,TX,2401,10433.0,31.299825,-93.831535,121.966399257,199.02746722,221.416141945,221.416141945
San Augustine County,TX,2531,8818.0,31.4831,-94.147062,128.555063802,188.856464141,223.47628274,223.47628274
San Jacinto County,TX,1525,27126.0,30.66302525,-95.17658625,55.3882111151,55.3882111151,110.204479025,110.204479025
San Patricio County,TX,805,65600.0,27.95607933,-97.44051789,27.8673228921,27.8673228921,183.009305091,183.009305091
San Saba County,TX,2759,6002.0,31.15926067,-98.78215867,128.215145884,128.215145884,137.216683924,137.216683924
Schleicher County,TX,2957,3264.0,30.912773,-100.676722,59.1050451568,275.018417079,275.018417079,275.018417079
Scurry County,TX,1968,17126.0,32.7317414,-100.9510724,110.751484029,347.694369172,347.694369172,347.694369172
Shackelford County,TX,2952,3356.0,32.6962355,-99.204843,75.7066319141,184.825489791,184.825489791,184.825489791
Shelby County,TX,1563,26019.0,31.875144,-94.2241662,88.5865325798,217.363296307,218.554032045,252.121444038
Sherman County,TX,2972,3073.0,36.340796,-102.073587,125.697172822,226.923059031,244.387552273,587.230128145
Smith County,TX,293,214821.0,32.30782888,-95.24914825,0.0,127.150029228,127.150029228,144.313174226
Somervell County,TX,2556,8598.0,32.24321633,-97.72054333,42.9769002113,82.3554606526,82.3554606526,82.3554606526
Starr County,TX,844,61615.0,26.49466363,-98.80673525,71.4808799322,71.4808799322,71.4808799322,315.843622422
Stephens County,TX,2475,9464.0,32.7423715,-98.795297,91.3331965007,146.105339817,146.105339817,146.105339817
Sterling County,TX,3101,1191.0,31.882997,-101.030277,76.6522089658,355.96523133,359.419380385,359.419380385
Stonewall County,TX,3084,1475.0,33.159287,-100.2394915,99.083803069,281.948928196,281.948928196,281.948928196
Sutton County,TX,2911,3950.0,30.579386,-100.671422,94.2836553448,252.914752641,252.914752641,252.914752641
Swisher County,TX,2606,7891.0,34.55393467,-101.8036473,56.498655952,378.265386791,417.507172815,462.388374089
Tarrant County,TX,15,1880153.0,32.86559671,-97.24215514,0.0,0.0,0.0,0.0
Taylor County,TX,470,133473.0,32.31996956,-99.87709133,0.0,254.65300015,254.65300015,254.65300015
Terrell County,TX,3112,917.0,30.235774,-102.134762,180.334254308,367.453032504,367.453032504,367.453032504
Terry County,TX,2265,12613.0,33.1867,-102.3241153,63.890533547,437.804113382,437.804113382,538.939258297
Throckmorton County,TX,3078,1601.0,33.1163855,-99.0999725,107.02545073,175.847623591,175.847623591,175.847623591
Titus County,TX,1366,32663.0,33.1937945,-95.0468225,66.620496247,66.620496247,66.620496247,159.570218203
Tom Green County,TX,529,113281.0,31.40697178,-100.444282,0.0,285.994790795,286.235874439,286.235874439
Travis County,TX,37,1095584.0,30.31910629,-97.72995214,0.0,0.0,0.0,0.0
Trinity County,TX,2152,14309.0,31.02601633,-95.197877,89.5759970069,89.5759970069,150.477868401,150.477868401
Tyler County,TX,1756,21458.0,30.757212,-94.39734333,83.3297739485,121.873208922,141.370341937,141.370341937
Upshur County,TX,1173,39995.0,32.7216165,-94.860335,26.2974738486,109.05786325,109.05786325,170.782757035
Upton County,TX,2955,3283.0,31.251319,-102.0326427,67.9265014648,402.755759275,402.755759275,402.755759275
Uvalde County,TX,1538,26752.0,29.30430975,-99.64864475,113.645597549,113.645597549,113.645597549,113.645597549
Val Verde County,TX,1002,48705.0,29.509915,-100.9719747,216.32721149,242.732835432,242.732835432,242.732835432
Van Zandt County,TX,947,52427.0,32.61924814,-95.81349271,48.512465846,83.2854326803,83.2854326803,83.2854326803
Victoria County,TX,640,89269.0,28.75923957,-96.94172171,129.291558839,129.291558839,133.665964352,162.542730384
Walker County,TX,776,68408.0,30.75426525,-95.45946675,53.8485973935,53.8485973935,123.654348642,123.654348642
Waller County,TX,1079,44357.0,29.9749978,-95.9954818,54.9756496241,54.9756496241,54.9756496241,87.3363060598
Ward County,TX,2369,10879.0,31.48491233,-103.0900542,71.6289341122,503.298925356,503.298925356,503.298925356
Washington County,TX,1326,34093.0,30.2126985,-96.37588425,40.9498297325,80.9811186624,94.2457540042,130.831322309
Webb County,TX,255,259172.0,27.46113333,-99.111531,0.0,152.354549806,165.917005462,216.178982815
Wharton County,TX,1145,41285.0,29.307741,-96.1534011,35.7541576437,35.7541576437,35.7541576437,104.069808661
Wheeler County,TX,2794,5626.0,35.4317866,-100.2782142,150.542896394,262.532888913,262.532888913,399.235798102
Wichita County,TX,477,131559.0,33.99478583,-98.62292833,0.0,179.366546029,179.366546029,179.366546029
Wilbarger County,TX,2226,13258.0,34.190505,-99.19764725,57.3087501569,223.441837697,223.441837697,233.638836424
Willacy County,TX,1728,22058.0,26.456745,-97.63664283,34.7927648583,34.7927648583,56.7546698062,329.017102275
Williamson County,TX,146,456232.0,30.63774831,-97.58515806,0.0,0.0,37.9623475613,37.9623475613
Wilson County,TX,1078,44370.0,29.22685283,-98.03052917,39.6086323747,45.0603920789,45.0603920789,45.0603920789
Winkler County,TX,2652,7330.0,31.781836,-103.134624,62.0608901983,481.711769814,481.711769814,522.795548255
Wise County,TX,858,60432.0,33.2096552,-97.6171462,49.0497450404,51.7982569711,51.7982569711,51.7982569711
Wood County,TX,1130,42022.0,32.79614471,-95.45169314,57.396747387,69.7738761859,69.7738761859,115.215895675
Yoakum County,TX,2596,8075.0,33.10932567,-102.8385747,106.654210445,401.783133138,401.783133138,589.908333785
Young County,TX,1906,18339.0,33.1886814,-98.670344,89.517368041,138.154082452,138.154082452,138.154082452
Zapata County,TX,2153,14290.0,26.9878,-99.25793,54.4165907364,138.177398774,138.177398774,270.58866149
Zavala County,TX,2300,11961.0,28.86576167,-99.76328567,135.181633239,135.181633239,135.181633239,135.181633239
Beaver County,UT,2724,6501.0,38.2679315,-112.9388943,116.642765891,239.001817318,239.001817318,272.293342325
Box Elder County,UT,975,50171.0,41.68719167,-112.2997623,34.5987158497,84.1249597787,124.141883254,124.141883254
Cache County,UT,523,115520.0,41.79358788,-111.9088571,0.0,90.5152978424,132.663117393,132.663117393
Carbon County,UT,1772,21246.0,39.60223543,-110.6056014,117.335682591,117.335682591,117.335682591,159.881172423
Daggett County,UT,3105,1090.0,40.963177,-109.568886,199.853123216,199.853123216,201.544440684,205.668112652
Davis County,UT,207,315809.0,40.9789962,-111.9432111,0.0,0.0,42.1478652458,42.1478652458
Duchesne County,UT,1864,19244.0,40.29748257,-110.3805721,115.449243094,115.449243094,115.449243094,137.959457109
Emery County,UT,2364,10933.0,39.18807844,-110.9394129,131.848196266,131.848196266,131.848196266,179.309394413
Garfield County,UT,2834,5095.0,37.7522575,-111.755187,155.017050325,272.353416612,272.353416612,316.596683354
Grand County,UT,2489,9328.0,38.7901385,-109.577599,99.6652351882,148.471770425,148.471770425,286.422156085
Iron County,UT,1034,46750.0,37.74080611,-113.2090018,53.5411917803,302.053931147,302.053931147,335.277828608
Juab County,UT,2409,10341.0,39.767306,-111.952562,52.1667268068,52.1667268068,52.1667268068,92.4201624161
Kane County,UT,2658,7221.0,37.34097617,-112.4747817,82.9356132997,324.470985929,324.470985929,364.51777632
Millard County,UT,2269,12569.0,39.21331718,-112.5138415,128.948301714,128.948301714,128.948301714,161.094887876
Morgan County,UT,2454,9821.0,41.0796695,-111.5948525,31.3570380788,31.3570380788,61.4824658186,61.4824658186
Piute County,UT,3081,1524.0,38.2836346,-112.2022676,153.486873951,217.188259497,217.188259497,257.988023772
Rich County,UT,3030,2267.0,41.7311615,-111.274335,53.2192440798,100.55384794,138.143999258,138.143999258
Salt Lake County,UT,39,1063842.0,40.59962333,-111.9580329,0.0,0.0,0.0,0.0
San Juan County,UT,2110,14965.0,37.595704,-109.5135882,83.0578841324,83.0578841324,83.0578841324,394.83757042
Sanpete County,UT,1499,27906.0,39.33559573,-111.6600629,96.7824546721,96.7824546721,96.7824546721,142.639784168
Sevier County,UT,1790,20784.0,38.76544542,-112.0330177,161.961333804,161.961333804,161.961333804,203.747673691
Summit County,UT,1222,38003.0,40.81369014,-111.3761366,51.1903199387,51.1903199387,54.6186419902,54.6186419902
Tooele County,UT,866,59870.0,40.444559,-112.8424053,76.8940364061,76.8940364061,76.8940364061,76.8940364061
Uintah County,UT,1311,34524.0,40.35498067,-109.6862643,173.494403021,174.781485147,174.781485147,194.537973657
Utah County,UT,120,540504.0,40.20549233,-111.7322171,0.0,0.0,0.0,47.7793274814
Wasatch County,UT,1600,25273.0,40.47253467,-111.4094103,40.3933425297,40.3933425297,40.3933425297,48.5757077526
Washington County,UT,437,144809.0,37.28511784,-113.4077563,0.0,355.394311249,355.394311249,388.814489498
Wayne County,UT,2997,2737.0,38.33741767,-111.3800078,209.609606632,209.609606632,209.609606632,256.036227358
Weber County,UT,274,236640.0,41.242145,-111.9236154,0.0,29.2705781887,71.4124334615,71.4124334615
Accomack County,VA,1346,33341.0,37.78900638,-75.65838697,59.5065625113,59.5065625113,59.5065625113,168.942148525
Albemarle County,VA,572,102251.0,38.0038062,-78.58831273,0.0,67.1906317361,110.395896609,110.395896609
Alleghany County,VA,2027,16230.0,38.823062,-77.079622,10.4874646412,34.5018791688,34.5018791688,106.855220653
Amelia County,VA,2256,12759.0,37.79436367,-79.83641267,3.51578506903,3.51578506903,3.51578506903,3.51578506903
Amherst County,VA,1380,32384.0,37.336652,-78.01686367,35.7164096379,45.7561245428,168.471634239,168.471634239
Appomattox County,VA,2097,15128.0,37.5434114,-79.1031652,29.8346695579,70.7419266488,70.7419266488,70.7419266488
Arlington County,VA,287,221045.0,37.35916633,-78.857641,0.0,94.3785918911,99.673622857,99.673622857
Augusta County,VA,739,73658.0,38.882079,-77.0882695,7.24741377561,27.9445173753,27.9445173753,104.493577782
Bath County,VA,2863,4652.0,38.14344733,-79.11129022,43.55061576,71.8751093886,71.8751093886,71.8751093886
Bedford County,VA,764,69590.0,38.024877,-79.78898,22.4719640672,22.4719640672,22.4719640672,22.4719640672
Bland County,VA,2704,6738.0,37.32541825,-79.54028258,57.1957993657,60.7391984741,60.7391984741,60.7391984741
Botetourt County,VA,1350,33154.0,37.336027,-79.522585,55.7423647108,60.3384823214,60.3384823214,60.3384823214
Brunswick County,VA,1980,17010.0,37.127348,-81.15842,126.521348681,132.230365432,141.181136787,141.181136787
Buchanan County,VA,1650,23859.0,37.45905713,-79.85948025,40.6575019759,40.6575019759,40.6575019759,40.6575019759
Buckingham County,VA,1973,17088.0,36.613815,-82.176238,19.5168058971,166.489850482,192.63872418,248.311242324
Campbell County,VA,912,55163.0,36.755178,-77.864299,66.459272525,109.194369511,129.146914102,210.340810839
Caroline County,VA,1451,28972.0,37.2725815,-82.0637405,89.2698060839,200.836405461,207.243786901,207.243786901
Carroll County,VA,1430,29851.0,37.487797,-78.485678,25.4816257827,58.5845681582,123.7824033,123.7824033
Charles City County,VA,2664,7157.0,37.730001,-79.355121,12.1159224425,42.5353606391,42.5353606391,42.5353606391
Charlotte County,VA,2278,12404.0,37.19917978,-79.14321467,30.9302410132,91.7924947911,91.7924947911,91.7924947911
Chesterfield County,VA,201,323856.0,38.07001967,-77.33124333,0.0,0.0,118.251191901,178.084057953
Clarke County,VA,2147,14323.0,36.69529257,-80.67722843,68.4753513015,68.4753513015,105.190108915,146.417923536
Craig County,VA,2827,5213.0,37.3668375,-77.0539275,14.3429580117,81.787065294,181.141681952,232.302878839
Culpeper County,VA,1016,47911.0,36.9987255,-78.6491103,36.5144725672,105.472314375,136.478749907,138.549011143
Cumberland County,VA,2453,9849.0,38.026588,-78.48045,9.80362739206,60.1055550034,120.165815336,120.165815336
Dickenson County,VA,2065,15690.0,36.749991,-76.218759,16.1597817735,176.52856772,184.899977688,282.301380568
Dinwiddie County,VA,1494,27994.0,37.4041902,-77.5960186,27.6941920906,45.9078049525,194.960969303,202.077416639
Essex County,VA,2343,11233.0,39.10208867,-78.01404233,15.3221610774,15.3221610774,73.6883923004,175.349313678
Fairfax County,VA,36,1118602.0,37.824232,-79.823119,0.0,0.0,0.0,0.0
Fauquier County,VA,791,66542.0,37.26219,-77.396989,5.04774551805,69.2005339848,199.004477939,223.290020972
Floyd County,VA,2080,15390.0,37.780216,-79.986963,15.2339990905,15.2339990905,15.2339990905,15.2339990905
Fluvanna County,VA,1564,25967.0,37.493596,-80.180455,48.382393498,48.382393498,48.382393498,48.382393498
Franklin County,VA,899,56411.0,38.47269767,-77.94222308,30.5699902488,30.5699902488,99.3105246762,179.892750158
Frederick County,VA,687,80317.0,37.5830535,-78.1765455,29.7594073678,29.7594073678,147.647356593,147.647356593
Giles County,VA,1987,16928.0,36.603501,-79.376228,61.8829153148,69.225581719,69.225581719,141.165811285
Gloucester County,VA,1250,36886.0,37.15610175,-82.37255,72.8675770673,182.870791671,237.335497356,237.335497356
Goochland County,VA,1764,21347.0,37.095801,-77.64511311,26.4170775927,74.8745911574,171.570663558,208.959108976
Grayson County,VA,2093,15183.0,36.694745,-77.535517,59.4181564659,120.325766305,142.085908508,238.5122023
Greene County,VA,1885,18771.0,37.93180022,-76.93049867,38.3961653499,38.3961653499,122.195999595,170.98335851
Greensville County,VA,2307,11851.0,38.85286159,-77.27652555,9.73482531936,31.9957497364,31.9957497364,120.681100069
Halifax County,VA,1279,35849.0,38.853231,-77.305097,12.0716655025,32.8057571869,32.8057571869,122.93516909
Hanover County,VA,582,100668.0,38.884177,-77.171752,0.0,26.9709740399,26.9709740399,110.960821904
Henrico County,VA,208,314932.0,38.7263767,-77.8056622,0.0,0.0,71.3270884825,168.483237434
Henry County,VA,939,52969.0,36.954175,-80.3599582,87.7337874737,87.7337874737,107.630910975,107.630910975
Highland County,VA,3032,2245.0,37.89914567,-78.29752367,28.0737963661,39.1315684191,134.503805078,134.503805078
Isle of Wight County,VA,1292,35399.0,36.9894561,-79.8800424,92.7848077404,92.7848077404,92.7848077404,92.7848077404
James City County,VA,770,68967.0,36.682635,-76.942233,71.4404237307,144.877032409,182.296539142,285.239875823
King and Queen County,VA,2677,7046.0,39.19230667,-78.24032967,6.69123566182,6.69123566182,93.4290237075,193.849950175
King George County,VA,1620,24500.0,38.295135,-77.483689,15.6935711746,28.3334182695,96.4773769123,169.664757169
King William County,VA,2049,15981.0,36.660281,-80.913605,78.6736868362,78.6736868362,119.921218548,161.393555252
Lancaster County,VA,2342,11236.0,37.3386276,-80.696886,94.1346490612,94.1346490612,94.1346490612,94.1346490612
Lee County,VA,1588,25474.0,37.375925,-76.50986046,45.7738987556,105.728825602,142.723542282,216.834769819
Loudoun County,VA,193,336898.0,37.7386104,-77.9018361,0.0,0.0,167.087593911,169.514223506
Louisa County,VA,1341,33430.0,36.67247629,-81.285279,96.5184128842,105.874288083,149.667093762,182.114635362
Lunenburg County,VA,2268,12588.0,38.29283325,-78.4805435,33.4436573945,76.0329592585,128.795858065,128.795858065
Madison County,VA,2231,13200.0,36.658643,-77.562033,63.8615172044,123.594231334,137.562018721,238.70179773
Mathews County,VA,2528,8884.0,36.75082609,-78.90704482,67.6556517942,108.881809104,108.881809104,144.188003017
Mecklenburg County,VA,1394,31749.0,37.045335,-76.3471555,26.5265351789,143.157056456,161.767339236,250.731548714
Middlesex County,VA,2371,10822.0,37.771164,-77.51150322,34.5869142904,34.5869142904,153.556875981,203.671369772
Montgomery County,VA,609,95194.0,38.422777,-78.877137,52.9396696291,99.2665365831,106.27406373,106.27406373
Nelson County,VA,2123,14827.0,37.54138125,-77.38103425,33.5716680026,50.912211772,175.762722767,217.683834215
New Kent County,VA,1866,19169.0,36.68180257,-79.91552743,66.1416501306,66.1416501306,68.1145217364,127.05430063
Northampton County,VA,2289,12226.0,38.385967,-79.559157,63.0681533485,66.510960831,66.510960831,66.510960831
Northumberland County,VA,2284,12346.0,37.286676,-77.296596,11.2759102558,73.3426774774,199.836795201,231.06985791
Nottoway County,VA,2055,15830.0,36.90555938,-76.67380763,48.2315325593,141.715357195,191.345467088,270.930177824
Orange County,VA,1321,34246.0,37.30032,-76.774481,29.4652652015,98.5386943418,165.773327067,230.776368105
